cntry,country full name,Laborforce_female,Unemployment_female,eqwrkbg,eqpolbg,eqmgmbg,eqpaybg,eqparep,eqparlv,freinsw,fineqpy
ES,Spain,46.67335134,14.781,6,5,4,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,4,3,1
ES,Spain,46.67335134,14.781,2,4,4,6,2,3,2,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,3,5,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,4
ES,Spain,46.67335134,14.781,6,3,6,6,3,1,2,3
ES,Spain,46.67335134,14.781,6,6,6,6,2,2,2,2
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,5,6,6,2,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,4,3,4,1
ES,Spain,46.67335134,14.781,5,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,5,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,5,6,6,6,3,3,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,3,3,1,3
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,4,5,6,1,5,2,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,5,5,5,5,2,2,2,2
ES,Spain,46.67335134,14.781,3,4,4,4,3,3,4,1
ES,Spain,46.67335134,14.781,6,5,5,5,2,1,1,1
ES,Spain,46.67335134,14.781,5,6,6,6,2,2,2,1
ES,Spain,46.67335134,14.781,5,5,5,5,3,2,2,2
ES,Spain,46.67335134,14.781,3,2,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,2,1
ES,Spain,46.67335134,14.781,8,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,4
ES,Spain,46.67335134,14.781,6,3,3,5,2,4,2,1
ES,Spain,46.67335134,14.781,4,5,3,6,2,2,3,1
ES,Spain,46.67335134,14.781,5,6,6,6,1,1,5,1
ES,Spain,46.67335134,14.781,6,5,5,2,2,1,4,3
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,5,4,5,4,2,1,2,1
ES,Spain,46.67335134,14.781,6,6,6,6,5,2,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,2,2,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,2,1
ES,Spain,46.67335134,14.781,6,6,6,6,2,1,1,1
ES,Spain,46.67335134,14.781,6,5,5,5,2,1,3,4
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,5,5,6,6,2,2,3,2
ES,Spain,46.67335134,14.781,6,6,6,6,4,4,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,5,5,5,2,2,3,4
ES,Spain,46.67335134,14.781,6,6,6,6,1,2,2,5
ES,Spain,46.67335134,14.781,3,3,3,5,8,2,2,8
ES,Spain,46.67335134,14.781,6,6,6,6,1,3,2,3
ES,Spain,46.67335134,14.781,6,6,6,6,2,1,2,2
ES,Spain,46.67335134,14.781,6,6,6,6,2,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,3,3,3,3,3,1,3,2
ES,Spain,46.67335134,14.781,8,8,8,5,1,1,1,2
ES,Spain,46.67335134,14.781,6,6,6,6,3,1,5,4
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,6,5,6,3,2,2,2
ES,Spain,46.67335134,14.781,3,4,6,6,2,2,3,2
ES,Spain,46.67335134,14.781,5,6,6,6,2,2,3,1
ES,Spain,46.67335134,14.781,3,3,3,6,2,1,1,1
ES,Spain,46.67335134,14.781,3,3,3,3,3,3,2,2
ES,Spain,46.67335134,14.781,3,3,4,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,3,1,1
ES,Spain,46.67335134,14.781,3,3,3,3,3,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,3,1,1,1,3
ES,Spain,46.67335134,14.781,6,5,6,6,1,1,4,1
ES,Spain,46.67335134,14.781,6,6,6,6,4,4,3,3
ES,Spain,46.67335134,14.781,6,6,6,6,3,3,1,1
ES,Spain,46.67335134,14.781,5,6,6,6,2,4,1,1
ES,Spain,46.67335134,14.781,3,3,3,6,5,4,2,4
ES,Spain,46.67335134,14.781,6,5,6,6,2,1,2,2
ES,Spain,46.67335134,14.781,6,6,6,6,2,1,2,1
ES,Spain,46.67335134,14.781,6,6,6,6,3,1,2,2
ES,Spain,46.67335134,14.781,8,6,6,6,2,1,5,3
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,3,4,4,4,3,2,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,2,3
ES,Spain,46.67335134,14.781,6,5,6,6,2,2,2,3
ES,Spain,46.67335134,14.781,6,6,6,6,1,3,1,5
ES,Spain,46.67335134,14.781,3,3,3,3,3,3,3,2
ES,Spain,46.67335134,14.781,6,6,6,6,1,3,3,4
ES,Spain,46.67335134,14.781,5,4,4,4,3,2,2,2
ES,Spain,46.67335134,14.781,4,4,4,4,3,3,3,2
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,5,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,5,4,1
ES,Spain,46.67335134,14.781,6,6,6,6,3,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,3,3,6,5,5,1,1
ES,Spain,46.67335134,14.781,6,3,3,3,4,4,1,1
ES,Spain,46.67335134,14.781,3,5,5,6,3,1,1,1
ES,Spain,46.67335134,14.781,6,0,0,6,5,5,5,2
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,4,4,3,6,2,2,1,1
ES,Spain,46.67335134,14.781,5,5,5,6,2,2,2,2
ES,Spain,46.67335134,14.781,4,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,4,4,4,5,1,3,2,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,2,1,1
ES,Spain,46.67335134,14.781,6,4,4,6,2,1,1,1
ES,Spain,46.67335134,14.781,6,5,5,6,2,4,2,1
ES,Spain,46.67335134,14.781,3,8,8,6,3,2,8,2
ES,Spain,46.67335134,14.781,4,3,3,6,8,3,2,1
ES,Spain,46.67335134,14.781,3,1,3,3,5,5,8,1
ES,Spain,46.67335134,14.781,6,5,5,6,3,3,1,5
ES,Spain,46.67335134,14.781,8,8,8,8,3,3,2,3
ES,Spain,46.67335134,14.781,6,6,6,6,3,1,1,1
ES,Spain,46.67335134,14.781,5,6,5,6,2,2,5,5
ES,Spain,46.67335134,14.781,6,4,4,6,3,5,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,2,1,1
ES,Spain,46.67335134,14.781,3,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,6,5,5,2,2,3,2
ES,Spain,46.67335134,14.781,5,5,5,6,1,3,2,1
ES,Spain,46.67335134,14.781,6,6,6,6,3,1,8,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,3,4,3,4,1,1,1,3
ES,Spain,46.67335134,14.781,6,6,6,6,3,2,2,2
ES,Spain,46.67335134,14.781,6,3,6,6,3,1,1,2
ES,Spain,46.67335134,14.781,5,5,5,5,2,1,2,2
ES,Spain,46.67335134,14.781,6,4,6,6,3,1,3,5
ES,Spain,46.67335134,14.781,5,5,5,5,1,3,2,5
ES,Spain,46.67335134,14.781,6,6,6,6,2,2,1,1
ES,Spain,46.67335134,14.781,3,3,3,3,4,1,2,2
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,6,3,5,3,2,4,5
ES,Spain,46.67335134,14.781,6,5,5,6,4,2,4,5
ES,Spain,46.67335134,14.781,6,6,6,6,1,2,4,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,4,2
ES,Spain,46.67335134,14.781,4,4,4,4,2,2,2,2
ES,Spain,46.67335134,14.781,6,6,6,6,5,5,1,1
ES,Spain,46.67335134,14.781,5,4,5,5,3,3,2,1
ES,Spain,46.67335134,14.781,5,5,5,6,1,3,4,1
ES,Spain,46.67335134,14.781,8,8,8,4,8,2,2,3
ES,Spain,46.67335134,14.781,6,3,3,6,5,5,3,1
ES,Spain,46.67335134,14.781,4,4,5,5,2,2,1,5
ES,Spain,46.67335134,14.781,3,3,3,5,3,1,2,1
ES,Spain,46.67335134,14.781,3,6,6,6,1,3,1,1
ES,Spain,46.67335134,14.781,5,6,6,6,2,1,5,2
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,5,6,6,3,3,2,1
ES,Spain,46.67335134,14.781,4,4,8,4,8,2,2,2
ES,Spain,46.67335134,14.781,6,6,6,6,8,3,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,2,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,2,2,2,2
ES,Spain,46.67335134,14.781,6,5,5,6,1,2,2,1
ES,Spain,46.67335134,14.781,5,5,5,5,3,1,2,2
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,5,3,3,6,2,2,2,2
ES,Spain,46.67335134,14.781,3,3,3,3,3,4,3,5
ES,Spain,46.67335134,14.781,5,5,6,6,2,2,4,2
ES,Spain,46.67335134,14.781,6,6,6,6,3,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,2,3,2,2
ES,Spain,46.67335134,14.781,6,5,5,5,2,2,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,2,1,1,1
ES,Spain,46.67335134,14.781,5,6,6,6,2,2,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,2
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,2,1,1,1
ES,Spain,46.67335134,14.781,4,3,4,4,2,5,2,2
ES,Spain,46.67335134,14.781,5,3,8,6,8,3,2,2
ES,Spain,46.67335134,14.781,6,6,6,6,1,2,2,1
ES,Spain,46.67335134,14.781,6,6,6,6,3,1,1,1
ES,Spain,46.67335134,14.781,5,5,5,5,2,1,2,1
ES,Spain,46.67335134,14.781,3,3,3,6,3,1,1,2
ES,Spain,46.67335134,14.781,6,5,5,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,3,6,6,6,1,2,1,2
ES,Spain,46.67335134,14.781,5,4,3,6,3,1,2,2
ES,Spain,46.67335134,14.781,3,3,3,6,3,1,4,2
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,4,4,4,4,2,3,2,2
ES,Spain,46.67335134,14.781,6,6,6,6,2,2,2,2
ES,Spain,46.67335134,14.781,6,3,3,6,3,1,1,2
ES,Spain,46.67335134,14.781,6,6,6,5,3,3,3,2
ES,Spain,46.67335134,14.781,6,3,3,6,1,5,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,3,5,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,3,2,1
ES,Spain,46.67335134,14.781,5,5,5,6,3,4,2,1
ES,Spain,46.67335134,14.781,6,6,6,6,3,5,1,1
ES,Spain,46.67335134,14.781,5,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,3,2,2
ES,Spain,46.67335134,14.781,5,6,6,6,1,1,2,2
ES,Spain,46.67335134,14.781,6,6,6,6,1,4,1,4
ES,Spain,46.67335134,14.781,3,6,6,6,2,2,3,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,2,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,5,6,5,6,1,1,1,1
ES,Spain,46.67335134,14.781,5,6,6,6,2,3,1,1
ES,Spain,46.67335134,14.781,6,3,3,6,5,5,1,1
ES,Spain,46.67335134,14.781,6,5,6,6,2,2,5,1
ES,Spain,46.67335134,14.781,4,3,5,6,3,2,2,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,5,5,6,6,2,2,2,2
ES,Spain,46.67335134,14.781,6,3,5,6,3,4,1,2
ES,Spain,46.67335134,14.781,6,6,6,6,3,2,4,3
ES,Spain,46.67335134,14.781,6,6,6,6,3,1,2,1
ES,Spain,46.67335134,14.781,6,6,6,6,2,3,2,2
ES,Spain,46.67335134,14.781,6,6,6,6,3,3,2,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,5,1,2
ES,Spain,46.67335134,14.781,6,6,6,6,3,1,1,2
ES,Spain,46.67335134,14.781,5,5,5,6,1,1,5,2
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,3,3,3,3,3,3,3,3
ES,Spain,46.67335134,14.781,5,3,3,6,4,5,3,3
ES,Spain,46.67335134,14.781,6,6,6,6,3,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,2,1
ES,Spain,46.67335134,14.781,5,3,3,4,1,1,1,3
ES,Spain,46.67335134,14.781,5,4,5,6,2,2,4,4
ES,Spain,46.67335134,14.781,6,6,6,6,3,3,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,2,1,1,1
ES,Spain,46.67335134,14.781,4,5,6,6,2,2,1,2
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,3,5,4,4,3,1,1,1
ES,Spain,46.67335134,14.781,5,4,5,4,2,1,2,2
ES,Spain,46.67335134,14.781,6,6,6,6,2,1,1,1
ES,Spain,46.67335134,14.781,3,3,3,3,3,4,8,5
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,2,2
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,2,1,1,1
ES,Spain,46.67335134,14.781,4,4,3,4,2,2,3,2
ES,Spain,46.67335134,14.781,6,5,5,5,2,2,2,3
ES,Spain,46.67335134,14.781,6,6,6,6,2,1,2,1
ES,Spain,46.67335134,14.781,5,5,5,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,5,1,1
ES,Spain,46.67335134,14.781,5,6,6,6,5,4,4,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,2,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,3,3,4,4
ES,Spain,46.67335134,14.781,6,6,5,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,3,1,4,1
ES,Spain,46.67335134,14.781,4,3,3,3,3,4,3,3
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,4,4,4,4,2,1,1,2
ES,Spain,46.67335134,14.781,5,5,4,6,2,2,2,2
ES,Spain,46.67335134,14.781,8,8,8,8,8,1,3,2
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,2
ES,Spain,46.67335134,14.781,0,6,6,6,1,2,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,2,1,2,2
ES,Spain,46.67335134,14.781,5,6,6,6,1,2,3,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,3,3,3
ES,Spain,46.67335134,14.781,3,3,3,3,3,3,2,2
ES,Spain,46.67335134,14.781,5,6,6,6,2,2,2,1
ES,Spain,46.67335134,14.781,6,6,4,6,3,1,1,1
ES,Spain,46.67335134,14.781,5,5,6,5,2,1,2,1
ES,Spain,46.67335134,14.781,6,6,6,6,3,2,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,2,3,3,3
ES,Spain,46.67335134,14.781,6,6,6,6,2,1,2,2
ES,Spain,46.67335134,14.781,5,6,6,6,2,1,1,1
ES,Spain,46.67335134,14.781,1,5,6,6,2,2,5,2
ES,Spain,46.67335134,14.781,3,6,6,6,2,2,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,2,4,3,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,3,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,5,5,5,6,3,3,5,3
ES,Spain,46.67335134,14.781,3,3,3,6,5,1,1,2
ES,Spain,46.67335134,14.781,4,4,4,4,3,3,3,3
ES,Spain,46.67335134,14.781,6,6,6,6,2,1,1,3
ES,Spain,46.67335134,14.781,6,6,6,6,3,1,1,1
ES,Spain,46.67335134,14.781,5,5,3,4,5,2,1,2
ES,Spain,46.67335134,14.781,6,3,3,3,4,3,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,2,1,1,1
ES,Spain,46.67335134,14.781,5,5,4,5,3,2,2,1
ES,Spain,46.67335134,14.781,5,5,5,6,2,1,1,1
ES,Spain,46.67335134,14.781,6,6,5,6,2,1,2,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,4,1,3
ES,Spain,46.67335134,14.781,3,3,3,4,3,2,3,4
ES,Spain,46.67335134,14.781,6,6,6,6,4,2,2,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,3,1,5
ES,Spain,46.67335134,14.781,5,5,3,3,3,1,3,3
ES,Spain,46.67335134,14.781,5,6,6,6,2,2,2,2
ES,Spain,46.67335134,14.781,6,6,6,6,3,5,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,3,1,2,1
ES,Spain,46.67335134,14.781,3,3,4,4,3,2,4,4
ES,Spain,46.67335134,14.781,6,6,6,6,3,5,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,3,2,3,2
ES,Spain,46.67335134,14.781,6,6,6,6,3,3,2,1
ES,Spain,46.67335134,14.781,6,8,6,6,3,4,1,4
ES,Spain,46.67335134,14.781,6,6,6,6,8,1,1,3
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,4,5,5,5,2,2,2,2
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,2,2
ES,Spain,46.67335134,14.781,6,6,6,6,3,1,3,3
ES,Spain,46.67335134,14.781,3,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,5,5,5,6,3,3,2,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,5,6,6,6,3,1,5,5
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,5,3,3,6,3,1,2,3
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,3,3
ES,Spain,46.67335134,14.781,6,6,6,6,1,3,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,2
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,4,2,4,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,2,4,1
ES,Spain,46.67335134,14.781,6,6,6,6,2,2,2,1
ES,Spain,46.67335134,14.781,4,2,3,5,3,4,2,2
ES,Spain,46.67335134,14.781,4,5,4,5,2,2,2,3
ES,Spain,46.67335134,14.781,6,6,6,6,4,3,4,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,3,4,3,3,3,4,3,3
ES,Spain,46.67335134,14.781,5,8,6,6,8,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,3,3,2,2
ES,Spain,46.67335134,14.781,5,3,6,6,1,3,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,4,4,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,5,5,5,6,3,2,2,2
ES,Spain,46.67335134,14.781,3,3,3,3,3,3,2,3
ES,Spain,46.67335134,14.781,8,8,8,8,8,2,8,8
ES,Spain,46.67335134,14.781,6,6,6,6,2,2,1,1
ES,Spain,46.67335134,14.781,8,0,0,6,5,4,1,1
ES,Spain,46.67335134,14.781,5,5,6,6,2,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,5,6,5,5,2,2,1,2
ES,Spain,46.67335134,14.781,6,5,6,5,1,1,4,2
ES,Spain,46.67335134,14.781,5,4,5,4,8,2,2,2
ES,Spain,46.67335134,14.781,6,6,6,6,1,3,3,3
ES,Spain,46.67335134,14.781,6,5,4,5,2,1,2,2
ES,Spain,46.67335134,14.781,3,3,3,4,3,3,3,2
ES,Spain,46.67335134,14.781,6,6,6,6,2,4,2,2
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,3,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,4,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,2,3,2,2
ES,Spain,46.67335134,14.781,6,6,6,6,2,2,2,2
ES,Spain,46.67335134,14.781,2,5,3,6,1,1,1,3
ES,Spain,46.67335134,14.781,5,6,6,6,1,1,1,3
ES,Spain,46.67335134,14.781,6,5,5,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,3,3,3,3,3,2,7,2
ES,Spain,46.67335134,14.781,6,6,6,6,3,1,4,1
ES,Spain,46.67335134,14.781,3,3,3,3,3,3,3,3
ES,Spain,46.67335134,14.781,6,5,5,6,2,1,2,1
ES,Spain,46.67335134,14.781,6,3,3,6,4,1,2,2
ES,Spain,46.67335134,14.781,6,6,6,6,1,2,2,1
ES,Spain,46.67335134,14.781,6,6,6,6,3,1,2,1
ES,Spain,46.67335134,14.781,5,5,5,6,2,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,2,1,5,2
ES,Spain,46.67335134,14.781,5,6,6,6,8,8,3,2
ES,Spain,46.67335134,14.781,6,6,6,6,3,2,1,3
ES,Spain,46.67335134,14.781,6,4,5,5,3,1,1,2
ES,Spain,46.67335134,14.781,4,6,6,6,2,1,2,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,5,5,5,5,3,4,4,4
ES,Spain,46.67335134,14.781,6,4,5,4,3,1,1,1
ES,Spain,46.67335134,14.781,5,6,6,6,1,1,5,1
ES,Spain,46.67335134,14.781,5,5,5,5,2,2,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,2,1,1
ES,Spain,46.67335134,14.781,3,4,5,4,3,4,4,4
ES,Spain,46.67335134,14.781,6,5,5,5,5,8,1,5
ES,Spain,46.67335134,14.781,6,6,6,6,2,3,2,2
ES,Spain,46.67335134,14.781,6,6,6,6,5,3,3,4
ES,Spain,46.67335134,14.781,6,6,6,6,1,3,4,3
ES,Spain,46.67335134,14.781,6,6,6,6,3,5,1,1
ES,Spain,46.67335134,14.781,3,3,3,3,3,3,3,1
ES,Spain,46.67335134,14.781,6,6,6,6,2,3,2,2
ES,Spain,46.67335134,14.781,6,6,6,6,2,3,3,2
ES,Spain,46.67335134,14.781,6,6,3,6,2,2,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,3,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,2,1,3,1
ES,Spain,46.67335134,14.781,6,0,0,6,5,1,1,5
ES,Spain,46.67335134,14.781,6,3,5,6,4,1,2,4
ES,Spain,46.67335134,14.781,6,6,6,6,3,1,1,3
ES,Spain,46.67335134,14.781,6,6,6,6,2,2,1,2
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,1,8,8,8,3,1,2,8
ES,Spain,46.67335134,14.781,6,6,6,6,3,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,5,6,6,6,1,4,1,1
ES,Spain,46.67335134,14.781,6,6,3,4,1,1,1,4
ES,Spain,46.67335134,14.781,6,8,8,6,8,8,1,8
ES,Spain,46.67335134,14.781,3,3,2,6,3,3,4,4
ES,Spain,46.67335134,14.781,6,3,3,6,3,4,2,2
ES,Spain,46.67335134,14.781,5,5,5,5,2,2,5,5
ES,Spain,46.67335134,14.781,6,6,3,6,4,1,1,1
ES,Spain,46.67335134,14.781,5,4,4,5,2,2,2,2
ES,Spain,46.67335134,14.781,6,6,6,6,1,2,1,1
ES,Spain,46.67335134,14.781,5,5,5,6,1,2,2,1
ES,Spain,46.67335134,14.781,5,5,5,5,3,2,2,2
ES,Spain,46.67335134,14.781,3,3,3,3,3,5,4,4
ES,Spain,46.67335134,14.781,6,5,5,6,2,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,5,2,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,2,2,2,1
ES,Spain,46.67335134,14.781,6,4,4,6,3,1,2,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,4,1,1
ES,Spain,46.67335134,14.781,4,6,6,6,8,4,2,4
ES,Spain,46.67335134,14.781,6,4,5,6,1,1,1,1
ES,Spain,46.67335134,14.781,5,6,6,6,1,1,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,2,3,2,1
ES,Spain,46.67335134,14.781,6,6,6,6,3,3,3,4
ES,Spain,46.67335134,14.781,3,7,7,7,7,5,4,1
ES,Spain,46.67335134,14.781,5,6,4,6,3,4,1,1
ES,Spain,46.67335134,14.781,5,4,5,6,3,2,1,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,3,3,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,1,5,1
ES,Spain,46.67335134,14.781,4,4,4,6,3,2,2,2
ES,Spain,46.67335134,14.781,6,6,6,6,2,1,2,1
ES,Spain,46.67335134,14.781,6,6,6,6,3,4,2,1
ES,Spain,46.67335134,14.781,6,6,6,6,1,3,2,1
ES,Spain,46.67335134,14.781,6,6,6,6,3,1,5,1
ES,Spain,46.67335134,14.781,6,3,3,2,3,5,2,2
ES,Spain,46.67335134,14.781,5,6,6,6,1,1,2,1
ES,Spain,46.67335134,14.781,6,6,6,6,4,1,2,2
ES,Spain,46.67335134,14.781,3,3,3,3,3,5,2,2
ES,Spain,46.67335134,14.781,4,2,5,6,3,1,2,1
ES,Spain,46.67335134,14.781,3,3,3,6,1,1,5,2
ES,Spain,46.67335134,14.781,6,6,6,6,2,2,1,1
